,Date,Time_GPATS,Unknown1,Lat_GPATS,Lon_GPATS,Unknown2,ID,Lat_IG,Lon_IG,FFDI,Fuel type,Time_IG,Lat_diff,Lon_diff
24,2008-01-01,02:20:32,198.0,-37.225849,148.247491,-15.8,D564704,-37.2248,148.2963,19.22,High Elevation Woodland grass,14:35:00,0.0010489999999947486,0.04880900000000565
32,2008-01-01,02:34:31,148.0,-37.199165,148.29961,-32.099998,D564704,-37.2248,148.2963,19.22,High Elevation Woodland grass,14:35:00,-0.025635000000001185,-0.003309999999999036
36,2008-01-01,02:34:31,244.0,-37.186209,148.331544,-15.0,D564704,-37.2248,148.2963,19.22,High Elevation Woodland grass,14:35:00,-0.03859100000000382,-0.035244000000005826
40,2008-01-01,02:36:50,693.0,-37.235561,148.304711,-26.200001,D564704,-37.2248,148.2963,19.22,High Elevation Woodland grass,14:35:00,0.010760999999995136,-0.008410999999995283
44,2008-01-01,02:36:50,763.0,-37.225806,148.332419,-40.799999,D564704,-37.2248,148.2963,19.22,High Elevation Woodland grass,14:35:00,0.0010059999999967317,-0.036118999999985135
48,2008-01-01,02:38:14,131.0,-37.233553,148.298907,-37.200001,D564704,-37.2248,148.2963,19.22,High Elevation Woodland grass,14:35:00,0.008752999999998679,-0.0026070000000117943
52,2008-01-01,02:38:14,190.0,-37.226296,148.335159,-29.6,D564704,-37.2248,148.2963,19.22,High Elevation Woodland grass,14:35:00,0.001495999999995945,-0.0388590000000022
56,2008-01-01,02:38:14,263.0,-37.230444,148.29833,-16.4,D564704,-37.2248,148.2963,19.22,High Elevation Woodland grass,14:35:00,0.005643999999996652,-0.0020299999999906504
60,2008-01-01,02:39:23,825.0,-37.225229,148.317887,-28.9,D564704,-37.2248,148.2963,19.22,High Elevation Woodland grass,14:35:00,0.0004289999999969041,-0.021587000000010903
64,2008-01-01,02:39:23,851.0,-37.184197,148.253565,-9.6000004,D564704,-37.2248,148.2963,19.22,High Elevation Woodland grass,14:35:00,-0.040603000000004386,0.042734999999993306
68,2008-01-01,02:39:23,905.0,-37.203036,148.308743,-31.9,D564704,-37.2248,148.2963,19.22,High Elevation Woodland grass,14:35:00,-0.021764000000004557,-0.012442999999990434
72,2008-01-01,02:41:10,158.0,-37.21848,148.313201,-9.6999998,D564704,-37.2248,148.2963,19.22,High Elevation Woodland grass,14:35:00,-0.006320000000002324,-0.016900999999990063
76,2008-01-01,02:41:10,179.0,-37.213,148.332866,-6.1999998,D564704,-37.2248,148.2963,19.22,High Elevation Woodland grass,14:35:00,-0.01180000000000092,-0.03656599999999344
84,2008-01-01,02:43:32,758.0,-37.23619,148.30819,-24.799999,D564704,-37.2248,148.2963,19.22,High Elevation Woodland grass,14:35:00,0.011389999999998679,-0.011889999999993961
88,2008-01-01,02:43:32,767.0,-37.231293,148.314956,-8.8000002,D564704,-37.2248,148.2963,19.22,High Elevation Woodland grass,14:35:00,0.006492999999998972,-0.0186559999999929
92,2008-01-01,02:47:40,258.0,-37.231983,148.285723,13.8999996,D564704,-37.2248,148.2963,19.22,High Elevation Woodland grass,14:35:00,0.007182999999997719,0.010577000000012049
513,2008-01-01,03:38:47,91.0,-37.535072,148.089429,5.80000019,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.03842800000000324,0.024870999999990318
573,2008-01-01,03:46:46,584.0,-37.604294,148.10554,-14.8,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.03079400000000021,0.008759999999995216
577,2008-01-01,03:47:32,716.0,-37.618422,148.094172,-21.299999,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.044921999999999684,0.0201279999999997
593,2008-01-01,03:48:10,454.0,-37.621572,148.136338,-14.5,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.04807199999999767,-0.022038000000009106
633,2008-01-01,03:50:18,324.0,-37.535245,148.068939,-6.6999998,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.038254999999999484,0.04536099999998555
829,2008-01-01,04:03:06,447.0,-37.52378,148.085576,-8.1999998,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.04972000000000065,0.028723999999982652
965,2008-01-01,04:13:54,503.0,-37.533137,148.073749,-29.4,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.04036299999999926,0.040550999999993564
1101,2008-01-01,04:19:47,940.0,-37.592982,148.092612,-10.1,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.019481999999996447,0.021687999999983276
1141,2008-01-01,04:22:26,963.0,-37.577147,148.066051,-6.4000001,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.0036469999999937386,0.04824899999999843
1185,2008-01-01,04:23:29,854.0,-37.599646,148.127139,-62.5,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.026145999999997116,-0.012839000000013812
1189,2008-01-01,04:23:29,996.0,-37.600691,148.12631,-28.6,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.027190999999994858,-0.012010000000003629
1193,2008-01-01,04:23:30,90.0,-37.616267,148.142269,-11.1,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.04276699999999778,-0.02796900000001301
1245,2008-01-01,04:25:49,100.0,-37.612708,148.075232,-8.0,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.039207999999995025,0.039067999999986114
1249,2008-01-01,04:26:26,387.0,-37.591491,148.104439,-42.400002,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.017990999999994983,0.009860999999972364
1253,2008-01-01,04:26:26,448.0,-37.594772,148.097688,-49.799999,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.021271999999996183,0.016611999999980753
1257,2008-01-01,04:26:26,543.0,-37.598541,148.09956,-14.9,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.02504099999999454,0.014739999999989095
1261,2008-01-01,04:26:26,642.0,-37.594347,148.096569,-45.200001,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.020846999999996285,0.01773099999999772
1265,2008-01-01,04:26:26,735.0,-37.595816,148.099454,-21.4,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.02231599999999645,0.014845999999977266
1269,2008-01-01,04:26:26,809.0,-37.590962,148.098475,-36.599998,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.01746199999999476,0.015824999999978218
1273,2008-01-01,04:26:26,918.0,-37.592473,148.099429,-25.299999,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.018972999999995466,0.014870999999999412
1285,2008-01-01,04:27:00,314.0,-37.552472,148.112351,-9.0,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.021028000000001157,0.0019489999999962038
1289,2008-01-01,04:27:00,322.0,-37.541699,148.07885,-8.8000002,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.03180100000000152,0.03544999999999732
1293,2008-01-01,04:27:17,290.0,-37.571542,148.122396,-58.900002,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.0019580000000019027,-0.008096000000023196
1297,2008-01-01,04:27:17,678.0,-37.584549,148.131404,-14.5,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.011048999999999864,-0.01710400000001755
1301,2008-01-01,04:27:29,190.0,-37.595595,148.13607,-17.799999,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.022095000000000198,-0.02177000000000362
1309,2008-01-01,04:27:50,954.0,-37.594956,148.132884,-17.0,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.021456000000000586,-0.018584000000004153
1313,2008-01-01,04:27:50,991.0,-37.582443,148.076175,-10.8,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.008942999999995038,0.038124999999979536
1317,2008-01-01,04:27:51,26.0,-37.59809,148.117506,-15.6,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.024589999999996337,-0.0032060000000058153
1321,2008-01-01,04:27:51,140.0,-37.594944,148.134208,-9.8999996,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.021443999999995356,-0.019908000000015136
1325,2008-01-01,04:27:51,208.0,-37.603987,148.143012,-10.4,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.030486999999993714,-0.02871200000001295
1333,2008-01-01,04:27:51,314.0,-37.59838,148.114809,-15.4,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.024879999999996016,-0.0005090000000222972
1337,2008-01-01,04:27:51,339.0,-37.598099,148.115202,-18.700001,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.02459899999999493,-0.0009020000000248274
1341,2008-01-01,04:27:51,639.0,-37.594262,148.136059,-12.4,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.020761999999997727,-0.02175900000000297
1345,2008-01-01,04:27:51,725.0,-37.573287,148.084032,-4.9000001,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.00021300000000223918,0.0302679999999782
1357,2008-01-01,04:28:20,52.0,-37.574002,148.124322,-29.9,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.0005019999999973379,-0.010022000000020626
1361,2008-01-01,04:28:20,159.0,-37.586547,148.164111,-10.2,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.013047000000000253,-0.04981100000000538
1365,2008-01-01,04:28:20,229.0,-37.580052,148.144986,-32.400002,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.006551999999999225,-0.030686000000002878
1369,2008-01-01,04:28:20,265.0,-37.583752,148.144886,-16.6,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.010251999999994155,-0.03058600000002798
1373,2008-01-01,04:28:35,101.0,-37.560672,148.092554,-5.6999998,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.012828000000006057,0.02174599999997895
1385,2008-01-01,04:28:58,155.0,-37.58393,148.143464,-39.299999,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.010429999999999495,-0.029164000000008627
1389,2008-01-01,04:28:58,184.0,-37.583159,148.1461,-13.3,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.009658999999999196,-0.03180000000000405
1393,2008-01-01,04:28:58,356.0,-37.598018,148.152907,-10.2,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.024518000000000484,-0.03860700000001316
1429,2008-01-01,04:29:32,938.0,-37.56366,148.109584,-18.6,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.009840000000004068,0.004715999999973519
1433,2008-01-01,04:29:53,147.0,-37.593041,148.105283,-26.799999,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.0195409999999967,0.009017000000000053
1437,2008-01-01,04:29:53,241.0,-37.588949,148.119503,-13.7,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.015448999999996715,-0.005203000000022939
1457,2008-01-01,04:30:26,605.0,-37.595883,148.08476,-15.6,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.02238299999999782,0.029539999999997235
1461,2008-01-01,04:30:42,308.0,-37.579512,148.115174,-53.099998,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.006011999999998352,-0.0008740000000102555
1465,2008-01-01,04:30:42,425.0,-37.581335,148.113897,-30.0,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.007835000000000036,0.00040299999997728264
1469,2008-01-01,04:30:42,455.0,-37.580296,148.107924,-30.1,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.006795999999994251,0.006375999999988835
1473,2008-01-01,04:30:42,506.0,-37.579271,148.114637,-33.599998,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.005770999999995752,-0.0003370000000018081
1477,2008-01-01,04:30:42,546.0,-37.582923,148.11371,-24.4,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.009422999999998183,0.0005899999999883221
1481,2008-01-01,04:30:42,597.0,-37.580868,148.128574,-43.599998,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.007367999999999597,-0.014274000000000342
1485,2008-01-01,04:30:42,651.0,-37.580826,148.111641,-15.6,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.0073259999999990555,0.002658999999994194
1489,2008-01-01,04:30:42,712.0,-37.582415,148.118344,-24.1,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.008914999999994677,-0.004044000000021697
1493,2008-01-01,04:30:52,937.0,-37.564265,148.066915,-10.1,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.009235000000003879,0.04738499999999135
1501,2008-01-01,04:31:11,36.0,-37.618934,148.088894,-13.4,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.045434000000000196,0.025405999999975393
1505,2008-01-01,04:31:11,152.0,-37.597472,148.07652,-17.299999,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.02397200000000055,0.037779999999997926
1509,2008-01-01,04:31:16,864.0,-37.566565,148.139161,-41.099998,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.006935000000005687,-0.024861000000015565
1525,2008-01-01,04:31:39,777.0,-37.584979,148.105313,-17.6,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.011478999999994244,0.00898699999999053
1529,2008-01-01,04:31:39,963.0,-37.58287,148.122614,-35.0,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.009369999999996992,-0.008314000000012811
1537,2008-01-01,04:31:57,537.0,-37.583775,148.074247,-10.2,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.010275000000000034,0.04005299999997192
1541,2008-01-01,04:31:57,614.0,-37.598051,148.072108,-18.4,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.024550999999995327,0.04219200000000001
1549,2008-01-01,04:31:57,801.0,-37.597427,148.069048,-26.4,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.023927000000000476,0.04525199999997653
1553,2008-01-01,04:31:58,165.0,-37.5977,148.065079,-25.299999,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.024200000000000443,0.049220999999988635
1561,2008-01-01,04:32:19,333.0,-37.582137,148.087632,-11.6,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.008637000000000228,0.02666799999997238
1565,2008-01-01,04:32:57,362.0,-37.55771,148.11669,-60.200001,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.015790000000002635,-0.002390000000019654
1569,2008-01-01,04:32:57,424.0,-37.57924,148.085947,-16.9,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.0057399999999958595,0.02835299999998142
1577,2008-01-01,04:32:57,508.0,-37.563535,148.089461,-11.6,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.009965000000001112,0.024838999999985845
1589,2008-01-01,04:32:57,644.0,-37.563628,148.088955,-15.6,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.009872000000001435,0.025344999999987294
1593,2008-01-01,04:32:57,717.0,-37.561851,148.096164,-9.0,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.011649000000005572,0.018135999999998376
1601,2008-01-01,04:33:26,476.0,-37.619616,148.153904,-12.1,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.046115999999997825,-0.03960400000002551
1609,2008-01-01,04:33:26,588.0,-37.597827,148.092258,-12.5,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.024326999999999543,0.022041999999999007
1617,2008-01-01,04:33:57,709.0,-37.564037,148.08599,-22.700001,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.009463000000003774,0.0283099999999763
1621,2008-01-01,04:33:57,769.0,-37.59017,148.074523,-16.0,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.016669999999997742,0.03977699999998663
1637,2008-01-01,04:34:56,705.0,-37.544961,148.086781,-46.799999,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.02853900000000209,0.027518999999983862
1641,2008-01-01,04:34:56,792.0,-37.560961,148.113404,-61.0,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.012539000000003853,0.0008959999999831325
1645,2008-01-01,04:34:56,946.0,-37.553081,148.108625,-24.200001,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.020419000000003962,0.005674999999996544
1649,2008-01-01,04:34:57,175.0,-37.562849,148.158183,-6.5,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.010651000000002853,-0.04388300000002232
1653,2008-01-01,04:34:57,253.0,-37.568273,148.119817,-10.4,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.005227000000004978,-0.005517000000025973
1661,2008-01-01,04:35:14,32.0,-37.572896,148.148416,-46.299999,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.0006040000000027135,-0.03411600000001158
1665,2008-01-01,04:35:14,427.0,-37.566286,148.148022,-9.5,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.007214000000004717,-0.033722000000011576
1669,2008-01-01,04:35:28,213.0,-37.546835,148.080931,-7.9000001,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.02666500000000127,0.03336899999999332
1673,2008-01-01,04:35:41,864.0,-37.549295,148.081379,-15.1,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.02420500000000203,0.032920999999987544
1697,2008-01-01,04:36:14,746.0,-37.567335,148.097212,-13.6,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.006165000000002863,0.01708799999997268
1701,2008-01-01,04:36:14,840.0,-37.525815,148.121197,-12.9,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.04768500000000131,-0.006897000000009257
1705,2008-01-01,04:36:14,919.0,-37.560474,148.157083,-11.8,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.013026000000003535,-0.042783000000014226
1709,2008-01-01,04:36:15,175.0,-37.558411,148.113522,-26.1,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.015089000000003239,0.0007779999999968368
1717,2008-01-01,04:36:35,704.0,-37.569891,148.075617,-69.300003,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.0036090000000044142,0.03868299999999181
1721,2008-01-01,04:36:35,780.0,-37.54774,148.079233,-27.6,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.025760000000005334,0.03506699999999796
1725,2008-01-01,04:36:35,838.0,-37.555995,148.087347,-20.1,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.017504999999999882,0.02695299999999179
1729,2008-01-01,04:36:36,22.0,-37.556693,148.087855,-24.1,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.016807000000000016,0.02644499999999539
1741,2008-01-01,04:37:07,945.0,-37.580456,148.146066,-27.1,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.006955999999995299,-0.031766000000004624
1749,2008-01-01,04:37:08,208.0,-37.594026,148.162283,-11.2,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.020525999999996714,-0.04798300000001632
1753,2008-01-01,04:37:08,323.0,-37.596861,148.158545,-46.700001,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.023360999999994192,-0.04424500000001785
1809,2008-01-01,04:38:04,333.0,-37.57986,148.143077,-50.599998,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.006359999999993704,-0.02877700000001937
1813,2008-01-01,04:38:04,388.0,-37.577185,148.131876,-28.799999,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.003684999999997274,-0.017576000000019576
1817,2008-01-01,04:38:04,604.0,-37.558074,148.111456,-12.0,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.015426000000005047,0.002843999999981861
1825,2008-01-01,04:38:05,7.0,-37.565217,148.136826,-9.8000002,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.008283000000005813,-0.02252600000002758
1833,2008-01-01,04:38:37,448.0,-37.567929,148.078843,-40.799999,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.005571000000003323,0.035456999999979644
1837,2008-01-01,04:38:37,525.0,-37.534065,148.099444,-25.0,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.03943500000000455,0.01485599999998044
1857,2008-01-01,04:38:58,329.0,-37.595484,148.108208,-6.0,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.02198399999999623,0.006091999999995323
1869,2008-01-01,04:39:27,167.0,-37.609754,148.105578,-9.8999996,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.036253999999999564,0.00872199999997747
1889,2008-01-01,04:39:54,929.0,-37.5396,148.078332,-28.799999,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.033900000000002706,0.03596799999999689
1897,2008-01-01,04:39:55,22.0,-37.54728,148.078788,-22.200001,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.02622000000000213,0.03551199999998289
1909,2008-01-01,04:40:20,562.0,-37.582748,148.155393,-27.0,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.009247999999999479,-0.04109300000001781
1913,2008-01-01,04:40:20,598.0,-37.584026,148.146915,-32.799999,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.010525999999998703,-0.032615000000021155
1917,2008-01-01,04:40:20,653.0,-37.573505,148.144162,-24.0,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,4.999999994481641e-06,-0.029862000000008493
1921,2008-01-01,04:40:20,976.0,-37.610217,148.102849,-6.5,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.03671699999999589,0.011450999999993883
1949,2008-01-01,04:40:48,31.0,-37.57154,148.079733,-46.099998,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.0019600000000039586,0.03456699999998136
1953,2008-01-01,04:40:48,66.0,-37.574588,148.077978,-22.799999,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.001087999999995759,0.0363219999999842
1957,2008-01-01,04:40:48,81.0,-37.564463,148.085146,-20.6,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.009036999999999296,0.02915399999997703
1961,2008-01-01,04:40:48,97.0,-37.574369,148.078745,-7.6999998,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.0008689999999944575,0.03555499999998801
1969,2008-01-01,04:41:43,300.0,-37.575835,148.084806,-125.5,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.002334999999995091,0.029493999999999687
1973,2008-01-01,04:41:43,478.0,-37.534481,148.075496,-11.9,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.039019000000003246,0.03880399999999895
1977,2008-01-01,04:41:43,490.0,-37.553272,148.077548,-34.5,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.02022800000000302,0.03675199999997858
1985,2008-01-01,04:41:43,873.0,-37.545516,148.073639,-21.799999,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.02798400000000356,0.04066100000000006
2057,2008-01-01,04:43:13,940.0,-37.587414,148.084257,-178.2,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,0.01391399999999976,0.030042999999977837
2065,2008-01-01,04:43:13,977.0,-37.551975,148.10733,-42.900002,D564741,-37.5735,148.1143,19.46,Temperate Grassland / Sedgeland,16:00:00,-0.021525000000004013,0.00696999999999548
