,Date,Time_GPATS,Unknown1,Lat_GPATS,Lon_GPATS,Unknown2,ID,Lat_IG,Lon_IG,FFDI,Fuel type,Time_IG,Lat_diff,Lon_diff
105404,2008-01-26,07:47:55,67.0,-38.392679,146.310589,-27.5,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.012032990000001575,-0.03761509999998225
105442,2008-01-26,07:48:07,941.0,-38.489301,146.127842,-20.1,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,0.016059899999994798,-0.01858109999997737
105522,2008-01-26,07:48:27,503.0,-38.514306,146.156106,-17.5,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,0.041064899999994964,-0.04684509999998454
105553,2008-01-26,07:48:39,941.0,-38.410352,146.286013,-6.1999998,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.008252520000006314,-0.026699199999995926
105554,2008-01-26,07:48:39,941.0,-38.410352,146.286013,-6.1999998,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.029705990000003624,-0.013039099999986092
105643,2008-01-26,07:48:52,983.0,-38.430983,146.307978,-23.9,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.02888352000000083,-0.04866419999999039
105653,2008-01-26,07:48:53,10.0,-38.43069,146.305794,-8.3999996,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.028590520000001618,-0.046480199999990646
105663,2008-01-26,07:48:54,270.0,-38.424331,146.217815,-8.6000004,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.02223152000000539,0.04149879999999939
105682,2008-01-26,07:48:57,147.0,-38.466591,146.139786,-16.5,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,-0.0066501000000016575,-0.0305250999999771
105702,2008-01-26,07:49:06,366.0,-38.491302,146.13241,-19.5,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,0.018060899999994717,-0.02314909999998349
105813,2008-01-26,07:49:16,321.0,-38.435561,146.303937,-14.8,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.03346152000000302,-0.04462319999998954
105914,2008-01-26,07:49:31,756.0,-38.344579,146.297088,-6.9000001,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,-0.03606700999999646,-0.024114099999991367
105922,2008-01-26,07:49:36,449.0,-38.459135,146.092251,-8.3000002,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,-0.014106099999999344,0.017009900000005018
105942,2008-01-26,07:49:50,926.0,-38.456184,146.158688,-10.2,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,-0.01705710000000238,-0.04942710000000261
106034,2008-01-26,07:50:09,276.0,-38.342097,146.274127,-10.4,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,-0.038549009999997,-0.0011530999999820324
106053,2008-01-26,07:50:12,731.0,-38.44273,146.248121,-17.299999,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.04063052000000056,0.011192800000003444
106073,2008-01-26,07:50:12,930.0,-38.43213,146.258289,-18.799999,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.030030520000003946,0.001024800000010373
106083,2008-01-26,07:50:12,977.0,-38.414733,146.220647,-16.5,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.012633520000001397,0.038666799999987234
106094,2008-01-26,07:50:18,454.0,-38.41774,146.315201,-15.1,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.037093990000002464,-0.04222709999999097
106203,2008-01-26,07:50:38,789.0,-38.449877,146.210537,-13.8,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.047777520000003904,0.048776800000013054
106213,2008-01-26,07:50:38,823.0,-38.449569,146.215065,-9.6000004,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.04746951999999993,0.044248799999991206
106254,2008-01-26,07:50:56,176.0,-38.349152,146.299911,-6.9000001,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,-0.03149401000000296,-0.026937099999997827
106303,2008-01-26,07:51:04,13.0,-38.451984,146.222179,-9.6000004,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.049884520000006205,0.03713479999998981
106322,2008-01-26,07:51:07,223.0,-38.476673,146.149736,-7.0999999,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,0.0034318999999953803,-0.04047509999998056
106383,2008-01-26,07:51:14,166.0,-38.449299,146.217632,-18.299999,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.0471995200000066,0.04168179999999211
106413,2008-01-26,07:51:14,566.0,-38.442212,146.230316,-12.3,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.040112520000000984,0.028997800000013285
106443,2008-01-26,07:51:17,642.0,-38.444968,146.237904,-16.4,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.04286852000000607,0.02140980000001491
106473,2008-01-26,07:51:48,115.0,-38.432029,146.252659,-8.8000002,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.02992952000000315,0.006654800000006844
106622,2008-01-26,07:52:12,60.0,-38.494231,146.147566,-10.1,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,0.020989899999996453,-0.03830510000000231
106883,2008-01-26,07:52:44,786.0,-38.411498,146.302159,-12.1,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.00939852000000485,-0.042845199999987926
106884,2008-01-26,07:52:44,786.0,-38.411498,146.302159,-12.1,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.03085199000000216,-0.029185099999978092
107024,2008-01-26,07:52:57,911.0,-38.340128,146.27359,-32.0,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,-0.04051800999999955,-0.0006161000000020067
107033,2008-01-26,07:52:57,939.0,-38.366661,146.280587,-7.3000002,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,-0.035438479999996275,-0.021273199999995995
107034,2008-01-26,07:52:57,939.0,-38.366661,146.280587,-7.3000002,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,-0.013985009999998965,-0.0076130999999861615
107043,2008-01-26,07:52:57,982.0,-38.384696,146.305663,-16.0,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,-0.017403479999998694,-0.04634920000000875
107044,2008-01-26,07:52:57,982.0,-38.384696,146.305663,-16.0,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.0040499899999986155,-0.032689099999998916
107054,2008-01-26,07:52:58,48.0,-38.333952,146.280228,-4.8000002,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,-0.04669401000000306,-0.007254099999983055
107294,2008-01-26,07:53:45,629.0,-38.344438,146.306666,-8.1999998,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,-0.036208010000002844,-0.03369209999999612
107363,2008-01-26,07:53:58,486.0,-38.448498,146.229035,-18.200001,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.046398520000003884,0.030278799999990724
107414,2008-01-26,07:54:03,939.0,-38.342737,146.244729,-11.5,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,-0.03790900999999991,0.028244900000004236
107474,2008-01-26,07:54:08,670.0,-38.415716,146.316466,-15.0,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.03506999000000377,-0.04349209999998038
107532,2008-01-26,07:54:48,932.0,-38.465789,146.094665,-10.5,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,-0.007452100000001849,0.014595900000017537
107544,2008-01-26,07:54:48,994.0,-38.356567,146.313299,-20.6,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,-0.024079010000001233,-0.04032509999998979
107554,2008-01-26,07:54:49,201.0,-38.336464,146.266917,-24.9,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,-0.044182010000000105,0.006056900000004362
107713,2008-01-26,07:55:25,359.0,-38.452036,146.240664,-19.200001,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.049936520000002815,0.0186497999999915
107723,2008-01-26,07:55:25,416.0,-38.445326,146.254436,-11.9,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.0432265200000046,0.004877800000002708
107893,2008-01-26,07:56:22,636.0,-38.355621,146.295701,-15.2,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,-0.046478479999997546,-0.03638720000000717
107894,2008-01-26,07:56:22,636.0,-38.355621,146.295701,-15.2,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,-0.025025010000000236,-0.022727099999997336
107903,2008-01-26,07:56:22,698.0,-38.381198,146.28679,-8.0,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,-0.02090147999999914,-0.027476199999995288
107904,2008-01-26,07:56:22,698.0,-38.381198,146.28679,-8.0,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.0005519899999981703,-0.013816099999985454
107923,2008-01-26,07:56:25,656.0,-38.403715,146.230928,-9.5,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.0016155200000014247,0.028385799999995243
107924,2008-01-26,07:56:25,656.0,-38.403715,146.230928,-9.5,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.023068989999998735,0.042045900000005076
108003,2008-01-26,07:56:37,873.0,-38.354311,146.283129,-37.599998,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,-0.04778847999999414,-0.02381520000000137
108004,2008-01-26,07:56:37,873.0,-38.354311,146.283129,-37.599998,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,-0.026335009999996828,-0.010155099999991535
108063,2008-01-26,07:56:56,136.0,-38.446952,146.23744,-18.6,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.04485252000000628,0.021873800000008714
108243,2008-01-26,07:57:25,752.0,-38.450529,146.22839,-12.4,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.04842952000000622,0.030923800000010715
108252,2008-01-26,07:57:25,917.0,-38.43473,146.144325,-11.8,C255517,-38.4732411,146.1092609,12.44,Temperate Grassland / Sedgeland,19:31:00,-0.03851110000000091,-0.0350640999999996
108303,2008-01-26,07:57:44,384.0,-38.432738,146.214531,-10.3,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.030638520000003666,0.04478280000000723
108323,2008-01-26,07:57:44,734.0,-38.4516,146.246184,-17.700001,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.04950052000000227,0.013129800000001524
108463,2008-01-26,07:58:37,232.0,-38.444874,146.255509,-32.200001,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.042774520000001814,0.00380480000001171
108493,2008-01-26,07:58:37,624.0,-38.397783,146.27029,-10.0,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,-0.004316479999999956,-0.010976199999987557
108494,2008-01-26,07:58:37,624.0,-38.397783,146.27029,-10.0,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.017136989999997354,0.002683900000022277
108573,2008-01-26,07:58:55,281.0,-38.432629,146.272304,-31.9,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.030529520000001753,-0.012990199999990182
108903,2008-01-26,08:00:29,538.0,-38.370255,146.292747,-19.1,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,-0.03184447999999662,-0.03343319999999039
108904,2008-01-26,08:00:29,538.0,-38.370255,146.292747,-19.1,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,-0.010391009999999312,-0.01977309999998056
108913,2008-01-26,08:00:35,703.0,-38.429012,146.289031,-10.8,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.026912520000003326,-0.029717199999993227
108914,2008-01-26,08:00:35,703.0,-38.429012,146.289031,-10.8,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.048365990000000636,-0.016057099999983393
108923,2008-01-26,08:00:35,880.0,-38.416994,146.255947,-14.8,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.014894520000005684,0.003366800000009107
108924,2008-01-26,08:00:35,880.0,-38.416994,146.255947,-14.8,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.036347990000002994,0.01702690000001894
108933,2008-01-26,08:00:35,948.0,-38.413304,146.279054,-10.2,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.011204519999999718,-0.019740200000001096
108934,2008-01-26,08:00:35,948.0,-38.413304,146.279054,-10.2,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.03265798999999703,-0.006080099999991262
108993,2008-01-26,08:00:48,311.0,-38.438069,146.242998,-8.1000004,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.035969520000001864,0.01631580000000099
109023,2008-01-26,08:00:48,485.0,-38.449628,146.229285,-19.700001,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.047528520000000185,0.030028799999996636
109043,2008-01-26,08:00:52,789.0,-38.401522,146.260465,-15.0,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,-0.0005774799999969105,-0.0011512000000095668
109044,2008-01-26,08:00:52,789.0,-38.401522,146.260465,-15.0,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.0208759900000004,0.012508900000000267
109353,2008-01-26,08:02:14,688.0,-38.449113,146.21623,-9.3999996,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.04701352000000014,0.04308380000000511
109503,2008-01-26,08:03:02,409.0,-38.449148,146.225833,-37.200001,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.047048520000004146,0.03348080000000664
109613,2008-01-26,08:03:25,212.0,-38.45163,146.237878,-24.200001,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.049530520000004685,0.02143580000000611
109704,2008-01-26,08:03:42,689.0,-38.417584,146.317572,-12.1,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.03693798999999842,-0.04459810000000175
109894,2008-01-26,08:04:12,755.0,-38.336508,146.316365,-24.6,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,-0.04413800999999751,-0.04339109999997959
109934,2008-01-26,08:04:12,874.0,-38.336599,146.320633,-15.1,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,-0.04404700999999989,-0.04765909999997575
110023,2008-01-26,08:04:25,115.0,-38.419133,146.284551,11.1999998,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.017033520000005353,-0.0252371999999923
110024,2008-01-26,08:04:25,115.0,-38.419133,146.284551,11.1999998,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.03848699000000266,-0.011577099999982465
110043,2008-01-26,08:04:39,267.0,-38.406359,146.293132,-7.6999998,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.004259520000005068,-0.03381820000001312
110044,2008-01-26,08:04:39,267.0,-38.406359,146.293132,-7.6999998,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.025712990000002378,-0.020158100000003287
110234,2008-01-26,08:05:50,605.0,-38.407223,146.314942,-8.6000004,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.026576990000002354,-0.04196809999999118
110433,2008-01-26,08:07:13,787.0,-38.355483,146.280081,-10.8,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,-0.046616479999997296,-0.020767199999994546
110434,2008-01-26,08:07:13,787.0,-38.355483,146.280081,-10.8,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,-0.025163009999999986,-0.007107099999984712
110443,2008-01-26,08:07:14,25.0,-38.404321,146.296521,-8.6999998,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.002221520000006194,-0.03720720000001165
110444,2008-01-26,08:07:14,25.0,-38.404321,146.296521,-8.6999998,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.023674990000003504,-0.02354710000000182
110513,2008-01-26,08:07:44,598.0,-38.41714,146.265581,-41.599998,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.015040520000006552,-0.006267199999996365
110514,2008-01-26,08:07:44,598.0,-38.41714,146.265581,-41.599998,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.03649399000000386,0.007392900000013469
110533,2008-01-26,08:07:44,767.0,-38.439672,146.247496,-14.5,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.03757252000000477,0.011817799999988665
111183,2008-01-26,08:11:41,555.0,-38.432536,146.302682,-24.799999,C255535,-38.40209948,146.2593138,14.05,Temperate Grassland / Sedgeland,20:54:00,0.030436520000002076,-0.0433682000000033
111374,2008-01-26,08:12:53,57.0,-38.374475,146.315074,-6.4000001,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,-0.006171010000002752,-0.042100099999998974
111514,2008-01-26,08:13:50,650.0,-38.347833,146.316001,-20.4,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,-0.032813009999998144,-0.043027099999989105
111844,2008-01-26,08:15:22,362.0,-38.418779,146.310327,-38.299999,C1075335,-38.38064601,146.2729739,14.05,Eaten Out Grass,21:21:00,0.038132990000001143,-0.037353099999990036
112498,2008-01-26,08:18:34,755.0,-38.296771,146.512604,-6.9000001,C255479,-38.27764811,146.5479589,8.13,Woodland Grass/Herb-rich,17:37:00,0.01912288999999845,0.03535489999998731
112678,2008-01-26,08:19:18,839.0,-38.276179,146.504107,-10.6,C255479,-38.27764811,146.5479589,8.13,Woodland Grass/Herb-rich,17:37:00,-0.0014691100000021606,0.04385189999999284
113258,2008-01-26,08:21:52,704.0,-38.306566,146.507804,-30.700001,C255479,-38.27764811,146.5479589,8.13,Woodland Grass/Herb-rich,17:37:00,0.02891788999999534,0.040154900000004545
113408,2008-01-26,08:23:15,263.0,-38.299097,146.522719,20.2000008,C255479,-38.27764811,146.5479589,8.13,Woodland Grass/Herb-rich,17:37:00,0.021448890000002052,0.025239900000002535
115247,2008-01-26,08:36:19,715.0,-37.119156,142.520384,-4.4000001,D567784,-37.0793,142.4726,23.85,Woodland Grass/Herb-rich,17:30:00,0.03985599999999323,-0.047784000000007154
116778,2008-01-26,08:49:52,899.0,-38.283925,146.533702,-15.9,C255479,-38.27764811,146.5479589,8.13,Woodland Grass/Herb-rich,17:37:00,0.006276890000002311,0.014256899999992356
136853,2008-01-30,08:15:12,685.0,-35.954664,147.38554,-8.3000002,D569302,-35.9862,147.3694,12.99,Temperate Grassland / Sedgeland,19:40:00,-0.03153599999999557,-0.016139999999978727
136965,2008-01-30,08:19:06,438.0,-35.937985,147.37901,-12.5,D569302,-35.9862,147.3694,12.99,Temperate Grassland / Sedgeland,19:40:00,-0.04821499999999901,-0.0096099999999808
136966,2008-01-30,08:19:10,361.0,-35.948474,147.409852,-7.0999999,D569302,-35.9862,147.3694,12.99,Temperate Grassland / Sedgeland,19:40:00,-0.03772599999999926,-0.04045199999998772
137039,2008-01-30,08:22:08,745.0,-35.938446,147.407445,-14.4,D569302,-35.9862,147.3694,12.99,Temperate Grassland / Sedgeland,19:40:00,-0.04775399999999763,-0.038044999999982565
137111,2008-01-30,08:24:08,298.0,-35.954923,147.33952,-11.6,D569302,-35.9862,147.3694,12.99,Temperate Grassland / Sedgeland,19:40:00,-0.03127699999999578,0.02988000000001989
137122,2008-01-30,08:24:27,129.0,-35.954916,147.380804,-12.1,D569302,-35.9862,147.3694,12.99,Temperate Grassland / Sedgeland,19:40:00,-0.03128399999999942,-0.01140399999999886
137165,2008-01-30,08:25:46,97.0,-35.999846,147.389858,-9.0,D569302,-35.9862,147.3694,12.99,Temperate Grassland / Sedgeland,19:40:00,0.01364600000000138,-0.02045799999999076
137237,2008-01-30,08:27:38,328.0,-35.989513,147.397535,-56.400002,D569302,-35.9862,147.3694,12.99,Temperate Grassland / Sedgeland,19:40:00,0.0033130000000056725,-0.028134999999991805
137238,2008-01-30,08:27:38,550.0,-35.986804,147.408125,-11.2,D569302,-35.9862,147.3694,12.99,Temperate Grassland / Sedgeland,19:40:00,0.0006040000000027135,-0.038724999999999454
137246,2008-01-30,08:27:42,913.0,-35.950444,147.393555,-19.200001,D569302,-35.9862,147.3694,12.99,Temperate Grassland / Sedgeland,19:40:00,-0.03575599999999923,-0.024154999999979054
137276,2008-01-30,08:28:17,948.0,-35.942748,147.412453,-10.0,D569302,-35.9862,147.3694,12.99,Temperate Grassland / Sedgeland,19:40:00,-0.04345199999999494,-0.04305299999998624
137315,2008-01-30,08:29:32,819.0,-36.034884,147.373295,-8.5,D569302,-35.9862,147.3694,12.99,Temperate Grassland / Sedgeland,19:40:00,0.048684000000001504,-0.003894999999999982
145759,2008-01-31,02:51:21,670.0,-36.374448,146.377991,-14.1,C256059,-36.38376031,146.3678188,9.18,Temperate Grassland / Sedgeland,14:07:00,-0.009312309999998547,-0.01017219999999952
145933,2008-01-31,02:58:25,673.0,-36.413982,146.364115,-5.5999999,C256059,-36.38376031,146.3678188,9.18,Temperate Grassland / Sedgeland,14:07:00,0.030221689999997636,0.003703800000010915
145936,2008-01-31,02:58:25,771.0,-36.421475,146.32216,-15.8,C256059,-36.38376031,146.3678188,9.18,Temperate Grassland / Sedgeland,14:07:00,0.03771469000000138,0.045658800000012434
146170,2008-01-31,03:06:25,697.0,-36.412233,146.350488,-9.3000002,C256059,-36.38376031,146.3678188,9.18,Temperate Grassland / Sedgeland,14:07:00,0.028472690000000966,0.017330799999996316
146212,2008-01-31,03:07:53,394.0,-36.37946,146.417352,-14.6,C256059,-36.38376031,146.3678188,9.18,Temperate Grassland / Sedgeland,14:07:00,-0.0043003099999978645,-0.049533199999984845
151544,2008-01-31,04:25:10,920.0,-36.108483,147.348819,-26.200001,569374-1075341,-36.0847,147.3054,3.84,Temperate Grassland / Sedgeland,16:05:00,0.023783000000001664,-0.043419000000000096
151550,2008-01-31,04:25:10,990.0,-36.105129,147.344532,-16.799999,569374-1075341,-36.0847,147.3054,3.84,Temperate Grassland / Sedgeland,16:05:00,0.02042900000000003,-0.03913199999999506
151703,2008-01-31,04:26:25,756.0,-36.101767,147.259431,-20.5,569374-1075341,-36.0847,147.3054,3.84,Temperate Grassland / Sedgeland,16:05:00,0.017067000000004384,0.04596899999998527
151967,2008-01-31,04:28:48,416.0,-36.071532,147.316007,-13.5,569374-1075341,-36.0847,147.3054,3.84,Temperate Grassland / Sedgeland,16:05:00,-0.01316800000000029,-0.010607000000021571
152084,2008-01-31,04:30:06,67.0,-36.122773,147.290815,-7.8000002,569374-1075341,-36.0847,147.3054,3.84,Temperate Grassland / Sedgeland,16:05:00,0.03807300000000424,0.014584999999982529
152093,2008-01-31,04:30:20,816.0,-36.105431,147.298072,-17.4,569374-1075341,-36.0847,147.3054,3.84,Temperate Grassland / Sedgeland,16:05:00,0.02073100000000494,0.007328000000001111
152165,2008-01-31,04:31:17,505.0,-36.121986,147.289493,-24.200001,569374-1075341,-36.0847,147.3054,3.84,Temperate Grassland / Sedgeland,16:05:00,0.03728600000000171,0.01590699999999856
152372,2008-01-31,04:33:34,566.0,-36.115013,147.283665,-16.0,569374-1075341,-36.0847,147.3054,3.84,Temperate Grassland / Sedgeland,16:05:00,0.03031299999999959,0.0217349999999783
152378,2008-01-31,04:33:34,787.0,-36.115198,147.294032,-10.8,569374-1075341,-36.0847,147.3054,3.84,Temperate Grassland / Sedgeland,16:05:00,0.03049800000000147,0.011368000000004486
152381,2008-01-31,04:33:34,894.0,-36.116891,147.288533,-21.200001,569374-1075341,-36.0847,147.3054,3.84,Temperate Grassland / Sedgeland,16:05:00,0.03219100000000452,0.01686699999999064
152774,2008-01-31,04:40:58,888.0,-36.123958,147.343717,-13.5,569374-1075341,-36.0847,147.3054,3.84,Temperate Grassland / Sedgeland,16:05:00,0.03925800000000379,-0.038317000000006374
152879,2008-01-31,04:42:49,577.0,-36.131658,147.289507,-15.5,569374-1075341,-36.0847,147.3054,3.84,Temperate Grassland / Sedgeland,16:05:00,0.04695800000000361,0.015893000000005486
153236,2008-01-31,04:47:19,833.0,-36.109386,147.317666,-18.700001,569374-1075341,-36.0847,147.3054,3.84,Temperate Grassland / Sedgeland,16:05:00,0.02468600000000265,-0.01226600000001099
